source_id,reference_id,facility_name,subclass,country,state,latitude,longitude,status_2025,coordinate_quality,coordinate_source,source_url,review_status,review_notes
WorldBank_GFMR_2025,WB_INDIA_FLARE_0065,ONSHORE,gas_flare,India,,25.44687916,71.56669903,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0066,OFFSHORE,gas_flare,India,,19.17746339,70.94572572,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0067,OFFSHORE,gas_flare,India,,19.17627038,70.95932726,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0068,ONSHORE,gas_flare,India,,26.30523388,72.90128617,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0069,ONSHORE,gas_flare,India,,27.03515931,69.71626181,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0070,OFFSHORE,gas_flare,India,,20.24866116,71.96330392,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0071,ONSHORE,gas_flare,India,,16.6734908,81.67500313,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0072,OFFSHORE,gas_flare,India,,16.36912042,82.32065488,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0073,ONSHORE,gas_flare,India,,28.89217332,75.67567227,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0074,ONSHORE,gas_flare,India,,29.0113134,75.43978427,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
