site_id,model_b_state,confidence,reason,days_since_last,active_days_30,active_days_90,active_days_180,active_days_365,as_of_date
INDIA_SITE_0023314,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0023315,DORMANT,HIGH,No detection for >90d,543,0,0,0,0,2026-09-03
INDIA_SITE_0023316,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0023317,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0023318,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023319,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023320,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0023321,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023322,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023323,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023324,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023325,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023326,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0023327,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023328,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023329,DORMANT,HIGH,No detection for >90d,275,0,0,0,1,2026-09-03
INDIA_SITE_0023330,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023331,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0023332,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023333,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023334,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023335,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0023336,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023337,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023338,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023339,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023340,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023341,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023342,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023343,DORMANT,HIGH,No detection for >90d,249,0,0,0,1,2026-09-03
INDIA_SITE_0023344,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0023345,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0023346,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023347,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023348,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023349,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023350,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023351,DORMANT,HIGH,No detection for >90d,280,0,0,0,1,2026-09-03
INDIA_SITE_0023352,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023353,DORMANT,HIGH,No detection for >90d,499,0,0,0,0,2026-09-03
INDIA_SITE_0023354,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023355,DORMANT,HIGH,No detection for >90d,499,0,0,0,0,2026-09-03
INDIA_SITE_0023356,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023357,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023358,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023359,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023360,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023361,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0023362,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023363,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023364,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023365,DORMANT,HIGH,No detection for >90d,516,0,0,0,0,2026-09-03
INDIA_SITE_0023366,DORMANT,HIGH,No detection for >90d,266,0,0,0,3,2026-09-03
INDIA_SITE_0023367,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023368,DORMANT,HIGH,No detection for >90d,538,0,0,0,0,2026-09-03
INDIA_SITE_0023369,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0023370,DORMANT,HIGH,No detection for >90d,248,0,0,0,1,2026-09-03
INDIA_SITE_0023371,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023372,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023373,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023374,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0023375,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023376,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023377,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0023378,DORMANT,HIGH,No detection for >90d,538,0,0,0,0,2026-09-03
INDIA_SITE_0023379,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023380,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023381,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0023382,DORMANT,HIGH,No detection for >90d,504,0,0,0,0,2026-09-03
INDIA_SITE_0023383,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023384,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023385,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023386,DORMANT,HIGH,No detection for >90d,531,0,0,0,0,2026-09-03
INDIA_SITE_0023387,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023388,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023389,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023390,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023391,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023392,DORMANT,HIGH,No detection for >90d,499,0,0,0,0,2026-09-03
INDIA_SITE_0023393,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023394,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023395,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023396,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023397,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023398,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023399,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023400,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023401,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023402,DORMANT,HIGH,No detection for >90d,542,0,0,0,0,2026-09-03
INDIA_SITE_0023403,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023404,DORMANT,HIGH,No detection for >90d,278,0,0,0,1,2026-09-03
INDIA_SITE_0023405,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023406,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023407,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023408,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023409,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023410,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023411,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023412,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023413,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023414,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023415,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023416,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023417,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023418,DORMANT,HIGH,No detection for >90d,252,0,0,0,3,2026-09-03
INDIA_SITE_0023419,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023420,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023421,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023422,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023423,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023424,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023425,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023426,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023427,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023428,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0023429,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023430,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023431,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023432,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023433,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023434,DORMANT,HIGH,No detection for >90d,543,0,0,0,0,2026-09-03
INDIA_SITE_0023435,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0023436,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0023437,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023438,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023439,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023440,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023441,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023442,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0023443,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023444,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0023445,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0023446,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023447,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023448,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023449,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023450,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023451,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023452,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023453,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023454,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023455,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023456,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023457,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0023458,DORMANT,HIGH,No detection for >90d,516,0,0,0,0,2026-09-03
INDIA_SITE_0023459,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023460,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023461,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0023462,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023463,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023464,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023465,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023466,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023467,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0023468,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023469,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023470,DORMANT,HIGH,No detection for >90d,267,0,0,0,1,2026-09-03
INDIA_SITE_0023471,DORMANT,HIGH,No detection for >90d,267,0,0,0,2,2026-09-03
INDIA_SITE_0023472,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023473,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023474,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023475,DORMANT,HIGH,No detection for >90d,252,0,0,0,1,2026-09-03
INDIA_SITE_0023476,DORMANT,HIGH,No detection for >90d,546,0,0,0,0,2026-09-03
INDIA_SITE_0023477,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023478,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023479,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023480,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023481,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023482,DORMANT,HIGH,No detection for >90d,246,0,0,0,4,2026-09-03
INDIA_SITE_0023483,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023484,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023485,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023486,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023487,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0023488,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023489,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023490,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023491,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023492,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023493,DORMANT,HIGH,No detection for >90d,252,0,0,0,1,2026-09-03
INDIA_SITE_0023494,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023495,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023496,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023497,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023498,DORMANT,HIGH,No detection for >90d,544,0,0,0,0,2026-09-03
INDIA_SITE_0023499,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023500,DORMANT,HIGH,No detection for >90d,250,0,0,0,2,2026-09-03
INDIA_SITE_0023501,DORMANT,HIGH,No detection for >90d,543,0,0,0,0,2026-09-03
INDIA_SITE_0023502,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023503,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023504,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0023505,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023506,DORMANT,HIGH,No detection for >90d,256,0,0,0,1,2026-09-03
INDIA_SITE_0023507,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023508,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023509,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0023510,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023511,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023512,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023513,DORMANT,HIGH,No detection for >90d,542,0,0,0,0,2026-09-03
INDIA_SITE_0023514,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023515,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023516,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023517,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023518,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0023519,DORMANT,HIGH,No detection for >90d,246,0,0,0,2,2026-09-03
INDIA_SITE_0023520,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023521,DORMANT,HIGH,No detection for >90d,259,0,0,0,1,2026-09-03
INDIA_SITE_0023522,DORMANT,HIGH,No detection for >90d,545,0,0,0,0,2026-09-03
INDIA_SITE_0023523,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023524,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0023525,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023526,DORMANT,HIGH,No detection for >90d,512,0,0,0,0,2026-09-03
INDIA_SITE_0023527,DORMANT,HIGH,No detection for >90d,266,0,0,0,2,2026-09-03
INDIA_SITE_0023528,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023529,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023530,DORMANT,HIGH,No detection for >90d,540,0,0,0,0,2026-09-03
INDIA_SITE_0023531,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0023532,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023533,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023534,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023535,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023536,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023537,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023538,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023539,DORMANT,HIGH,No detection for >90d,498,0,0,0,0,2026-09-03
INDIA_SITE_0023540,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023541,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023542,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023543,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0023544,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023545,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023546,DORMANT,HIGH,No detection for >90d,513,0,0,0,0,2026-09-03
INDIA_SITE_0023547,DORMANT,HIGH,No detection for >90d,539,0,0,0,0,2026-09-03
INDIA_SITE_0023548,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0023549,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023550,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0023551,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023552,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023553,DORMANT,HIGH,No detection for >90d,542,0,0,0,0,2026-09-03
INDIA_SITE_0023554,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023555,DORMANT,HIGH,No detection for >90d,537,0,0,0,0,2026-09-03
INDIA_SITE_0023556,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0023557,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023558,DORMANT,HIGH,No detection for >90d,543,0,0,0,0,2026-09-03
INDIA_SITE_0023559,DORMANT,HIGH,No detection for >90d,514,0,0,0,0,2026-09-03
INDIA_SITE_0023560,DORMANT,HIGH,No detection for >90d,266,0,0,0,1,2026-09-03
INDIA_SITE_0023561,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023562,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023563,DORMANT,HIGH,No detection for >90d,506,0,0,0,0,2026-09-03
INDIA_SITE_0023564,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0023565,DORMANT,HIGH,No detection for >90d,488,0,0,0,0,2026-09-03
INDIA_SITE_0023566,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0023567,DORMANT,HIGH,No detection for >90d,506,0,0,0,0,2026-09-03
INDIA_SITE_0023568,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0023569,DORMANT,HIGH,No detection for >90d,548,0,0,0,0,2026-09-03
INDIA_SITE_0023570,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023571,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0023572,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0023573,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023574,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023575,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0023576,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0023577,DORMANT,HIGH,No detection for >90d,538,0,0,0,0,2026-09-03
INDIA_SITE_0023578,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0023579,DORMANT,HIGH,No detection for >90d,542,0,0,0,0,2026-09-03
INDIA_SITE_0023580,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023581,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0023582,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0023583,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023584,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0023585,DORMANT,HIGH,No detection for >90d,514,0,0,0,0,2026-09-03
INDIA_SITE_0023586,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023587,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023588,DORMANT,HIGH,No detection for >90d,541,0,0,0,0,2026-09-03
INDIA_SITE_0023589,DORMANT,HIGH,No detection for >90d,549,0,0,0,0,2026-09-03
INDIA_SITE_0023590,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0023591,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023592,DORMANT,HIGH,No detection for >90d,547,0,0,0,0,2026-09-03
INDIA_SITE_0023593,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0023594,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0023595,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0023596,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0023597,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
