site_id,model_b_state,confidence,reason,days_since_last,active_days_30,active_days_90,active_days_180,active_days_365,as_of_date
INDIA_SITE_0037622,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037623,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037624,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037625,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037626,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037627,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037628,DORMANT,HIGH,No detection for >90d,513,0,0,0,0,2026-09-03
INDIA_SITE_0037629,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037630,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037631,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037632,DORMANT,HIGH,No detection for >90d,328,0,0,0,2,2026-09-03
INDIA_SITE_0037633,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037634,DORMANT,HIGH,No detection for >90d,481,0,0,0,0,2026-09-03
INDIA_SITE_0037635,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0037636,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037637,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,82,0,1,1,6,2026-09-03
INDIA_SITE_0037638,DORMANT,HIGH,No detection for >90d,336,0,0,0,1,2026-09-03
INDIA_SITE_0037639,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037640,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037641,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0037642,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037643,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037644,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037645,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0037646,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0037647,DORMANT,HIGH,No detection for >90d,516,0,0,0,0,2026-09-03
INDIA_SITE_0037648,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037649,DORMANT,HIGH,No detection for >90d,502,0,0,0,0,2026-09-03
INDIA_SITE_0037650,DORMANT,HIGH,No detection for >90d,514,0,0,0,0,2026-09-03
INDIA_SITE_0037651,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037652,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037653,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0037654,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037655,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037656,DORMANT,HIGH,No detection for >90d,514,0,0,0,0,2026-09-03
INDIA_SITE_0037657,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037658,DORMANT,HIGH,No detection for >90d,514,0,0,0,0,2026-09-03
INDIA_SITE_0037659,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0037660,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037661,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037662,DORMANT,HIGH,No detection for >90d,290,0,0,0,1,2026-09-03
INDIA_SITE_0037663,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037664,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0037665,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037666,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037667,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037668,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037669,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037670,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037671,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0037672,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037673,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037674,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0037675,DORMANT,HIGH,No detection for >90d,507,0,0,0,0,2026-09-03
INDIA_SITE_0037676,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037677,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037678,DORMANT,HIGH,No detection for >90d,489,0,0,0,0,2026-09-03
INDIA_SITE_0037679,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0037680,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037681,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037682,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037683,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037684,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037685,DORMANT,HIGH,No detection for >90d,510,0,0,0,0,2026-09-03
INDIA_SITE_0037686,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037687,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037688,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037689,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037690,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037691,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037692,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037693,DORMANT,HIGH,No detection for >90d,513,0,0,0,0,2026-09-03
INDIA_SITE_0037694,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037695,DORMANT,HIGH,No detection for >90d,528,0,0,0,0,2026-09-03
INDIA_SITE_0037696,DORMANT,HIGH,No detection for >90d,507,0,0,0,0,2026-09-03
INDIA_SITE_0037697,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037698,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0037699,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037700,DORMANT,HIGH,No detection for >90d,511,0,0,0,0,2026-09-03
INDIA_SITE_0037701,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037702,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037703,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037704,DORMANT,HIGH,No detection for >90d,513,0,0,0,0,2026-09-03
INDIA_SITE_0037705,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037706,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0037707,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037708,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037709,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037710,DORMANT,HIGH,No detection for >90d,531,0,0,0,0,2026-09-03
INDIA_SITE_0037711,DORMANT,HIGH,No detection for >90d,496,0,0,0,0,2026-09-03
INDIA_SITE_0037712,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037713,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037714,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037715,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037716,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037717,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037718,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037719,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037720,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037721,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037722,DORMANT,HIGH,No detection for >90d,509,0,0,0,0,2026-09-03
INDIA_SITE_0037723,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037724,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0037725,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037726,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0037727,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037728,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0037729,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037730,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0037731,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037732,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037733,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037734,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037735,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037736,DORMANT,HIGH,No detection for >90d,531,0,0,0,0,2026-09-03
INDIA_SITE_0037737,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037738,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037739,DORMANT,HIGH,No detection for >90d,506,0,0,0,0,2026-09-03
INDIA_SITE_0037740,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037741,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0037742,DORMANT,HIGH,No detection for >90d,472,0,0,0,0,2026-09-03
INDIA_SITE_0037743,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037744,DORMANT,HIGH,No detection for >90d,252,0,0,0,1,2026-09-03
INDIA_SITE_0037745,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037746,DORMANT,HIGH,No detection for >90d,503,0,0,0,0,2026-09-03
INDIA_SITE_0037747,DORMANT,HIGH,No detection for >90d,507,0,0,0,0,2026-09-03
INDIA_SITE_0037748,DORMANT,HIGH,No detection for >90d,505,0,0,0,0,2026-09-03
INDIA_SITE_0037749,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0037750,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037751,DORMANT,HIGH,No detection for >90d,536,0,0,0,0,2026-09-03
INDIA_SITE_0037752,DORMANT,HIGH,No detection for >90d,509,0,0,0,0,2026-09-03
INDIA_SITE_0037753,DORMANT,HIGH,No detection for >90d,507,0,0,0,0,2026-09-03
INDIA_SITE_0037754,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037755,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037756,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037757,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037758,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037759,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037760,DORMANT,HIGH,No detection for >90d,523,0,0,0,0,2026-09-03
INDIA_SITE_0037761,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037762,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037763,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037764,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037765,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037766,DORMANT,HIGH,No detection for >90d,501,0,0,0,0,2026-09-03
INDIA_SITE_0037767,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037768,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037769,DORMANT,HIGH,No detection for >90d,485,0,0,0,0,2026-09-03
INDIA_SITE_0037770,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037771,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037772,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037773,DORMANT,HIGH,No detection for >90d,486,0,0,0,0,2026-09-03
INDIA_SITE_0037774,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037775,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037776,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0037777,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037778,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037779,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037780,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037781,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037782,DORMANT,HIGH,No detection for >90d,499,0,0,0,0,2026-09-03
INDIA_SITE_0037783,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037784,DORMANT,HIGH,No detection for >90d,498,0,0,0,0,2026-09-03
INDIA_SITE_0037785,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037786,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037787,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037788,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037789,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037790,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037791,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037792,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037793,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0037794,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037795,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037796,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0037797,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037798,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037799,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037800,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0037801,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037802,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037803,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037804,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037805,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037806,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037807,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037808,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037809,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037810,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0037811,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037812,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037813,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0037814,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037815,DORMANT,HIGH,No detection for >90d,265,0,0,0,1,2026-09-03
INDIA_SITE_0037816,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037817,DORMANT,HIGH,No detection for >90d,528,0,0,0,0,2026-09-03
INDIA_SITE_0037818,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037819,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037820,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037821,DORMANT,HIGH,No detection for >90d,496,0,0,0,0,2026-09-03
INDIA_SITE_0037822,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037823,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037824,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0037825,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037826,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037827,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037828,DORMANT,HIGH,No detection for >90d,248,0,0,0,2,2026-09-03
INDIA_SITE_0037829,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037830,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037831,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037832,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037833,DORMANT,HIGH,No detection for >90d,524,0,0,0,0,2026-09-03
INDIA_SITE_0037834,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037835,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037836,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037837,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037838,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037839,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037840,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037841,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037842,DORMANT,HIGH,No detection for >90d,516,0,0,0,0,2026-09-03
INDIA_SITE_0037843,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0037844,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037845,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037846,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037847,DORMANT,HIGH,No detection for >90d,518,0,0,0,0,2026-09-03
INDIA_SITE_0037848,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037849,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037850,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037851,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037852,DORMANT,HIGH,No detection for >90d,528,0,0,0,0,2026-09-03
INDIA_SITE_0037853,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0037854,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037855,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037856,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037857,DORMANT,HIGH,No detection for >90d,531,0,0,0,0,2026-09-03
INDIA_SITE_0037858,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037859,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037860,DORMANT,HIGH,No detection for >90d,517,0,0,0,0,2026-09-03
INDIA_SITE_0037861,DORMANT,HIGH,No detection for >90d,480,0,0,0,0,2026-09-03
INDIA_SITE_0037862,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037863,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037864,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037865,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037866,DORMANT,HIGH,No detection for >90d,530,0,0,0,0,2026-09-03
INDIA_SITE_0037867,DORMANT,HIGH,No detection for >90d,521,0,0,0,0,2026-09-03
INDIA_SITE_0037868,DORMANT,HIGH,No detection for >90d,525,0,0,0,0,2026-09-03
INDIA_SITE_0037869,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037870,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037871,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037872,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037873,DORMANT,HIGH,No detection for >90d,534,0,0,0,0,2026-09-03
INDIA_SITE_0037874,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0037875,DORMANT,HIGH,No detection for >90d,532,0,0,0,0,2026-09-03
INDIA_SITE_0037876,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037877,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037878,DORMANT,HIGH,No detection for >90d,505,0,0,0,0,2026-09-03
INDIA_SITE_0037879,DORMANT,HIGH,No detection for >90d,529,0,0,0,0,2026-09-03
INDIA_SITE_0037880,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0037881,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037882,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0037883,DORMANT,HIGH,No detection for >90d,527,0,0,0,0,2026-09-03
INDIA_SITE_0037884,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037885,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037886,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037887,DORMANT,HIGH,No detection for >90d,516,0,0,0,0,2026-09-03
INDIA_SITE_0037888,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037889,DORMANT,HIGH,No detection for >90d,246,0,0,0,4,2026-09-03
INDIA_SITE_0037890,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037891,DORMANT,HIGH,No detection for >90d,528,0,0,0,0,2026-09-03
INDIA_SITE_0037892,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037893,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037894,DORMANT,HIGH,No detection for >90d,495,0,0,0,0,2026-09-03
INDIA_SITE_0037895,DORMANT,HIGH,No detection for >90d,522,0,0,0,0,2026-09-03
INDIA_SITE_0037896,DORMANT,HIGH,No detection for >90d,520,0,0,0,0,2026-09-03
INDIA_SITE_0037897,DORMANT,HIGH,No detection for >90d,497,0,0,0,0,2026-09-03
INDIA_SITE_0037898,DORMANT,HIGH,No detection for >90d,515,0,0,0,0,2026-09-03
INDIA_SITE_0037899,DORMANT,HIGH,No detection for >90d,533,0,0,0,0,2026-09-03
INDIA_SITE_0037900,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037901,DORMANT,HIGH,No detection for >90d,526,0,0,0,0,2026-09-03
INDIA_SITE_0037902,DORMANT,HIGH,No detection for >90d,519,0,0,0,0,2026-09-03
INDIA_SITE_0037903,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037904,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
INDIA_SITE_0037905,DORMANT,HIGH,No detection for >90d,535,0,0,0,0,2026-09-03
